0ns 1 0
41s 1 1
41.315932054s 1 2
41.323456612s 1 3
41.334582931s 1 4
41.344617687s 1 5
41.357678364s 1 6
41.368252256s 1 7
41.381146658s 1 8
41.39338675s 1 9
41.415993644s 1 10
41.429801961s 1 11
41.445801023s 1 12
41.460597192s 1 13
41.484351648s 1 14
41.500309413s 1 15
41.519077232s 1 16
41.539669805s 1 17
41.576059417s 1 18
41.593009045s 1 19
41.609776713s 1 20
41.62710208s 1 21
41.667265942s 1 22
41.685266906s 1 23
41.708735876s 1 24
41.731839176s 1 25
41.765257938s 1 26
41.782626858s 1 27
41.801334565s 1 28
41.822798272s 1 29
41.851225255s 1 30
41.872735502s 1 31
41.895152728s 1 32
41.916882947s 1 33
41.963942787s 1 34
41.987104665s 1 35
42.016538883s 1 36
42.040946399s 1 37
42.084211845s 1 38
