1,22
2,483
3,98
4,153
5,54
6,124
7,76
8,28
9,16
10,566
11,90
12,382
13,39
14,68
15,32
16,12
17,48
18,44
19,11
20,185
21,64
22,20
23,8
24,35
25,14
26,6
27,124
28,14
29,43
30,10
31,13
32,784
33,232
34,14
35,62
36,8
37,53
38,10
39,99
40,70
41,35
42,16
43,11
44,78
45,20
46,11
47,8
48,21
49,8
50,25
51,293
52,7
53,2248
54,135
55,7
56,11
57,11
58,7
59,16
60,7
61,7
62,14
63,308
64,13
65,1336
66,20
67,95
68,11
69,5
70,47
71,9
72,5
73,13
74,58
75,3857
76,62
77,7
78,6
79,89
80,22
81,9
82,265
83,128
84,24
85,312
86,12
87,5
