1,18
2,794
3,61
4,256
5,82
6,718
7,179
8,59
9,82
10,151
11,107
12,559
13,341
14,44
15,184
16,65
17,256
18,119
19,89
20,178
21,651
22,124
23,20
24,67
25,44
26,13
27,209
28,117
29,219
30,60
31,117
32,75
33,105
34,45
35,81
36,17
37,77
38,41
39,311
40,281
41,65
42,147
43,24
44,226
45,47
46,33
47,29
48,20
49,15
50,28
51,155
52,13
53,1693
54,481
55,11
56,75
57,19
58,10
59,27
60,14
61,12
62,20
63,348
64,233
65,192
66,50
67,139
68,225
69,7
70,72
71,15
72,8
73,59
74,35
75,2066
76,47
77,14
78,10
79,45
80,29
81,40
82,83
83,213
84,178
85,919
86,97
87,9
88,8761
89,70
90,132
91,187
92,21
93,140
94,2381
95,6
96,211
97,482
98,97
99,770
100,91
101,83
102,668
103,117
104,67
105,123
106,196
107,295
108,61
109,136
110,124
111,1108
112,153
113,56
114,4067
115,2093
116,13
117,178
118,923
119,128
120,128
121,288
122,301
123,124
124,63
125,301
126,545
127,173
128,248
129,154
130,450
131,248
132,461
133,155
134,194
135,2763
136,2611
137,31
138,83
139,676
140,8
141,556
142,15
143,532
144,153
145,40
146,36
147,478
148,211
149,38
150,96
151,671
152,116
153,1
154,7
155,100
156,19
157,25
158,10
159,471
160,55
161,104
162,533
163,67
164,9
165,254
166,120
167,343
168,392
169,2237
170,751
171,74
172,845
173,10
174,8
175,28
176,8
177,72
178,219
179,18
180,180
181,436
182,984
183,426
184,39
185,95
186,640
187,1288
188,43
189,46
190,1699
191,141
192,61
193,234
194,200
195,95
196,160
197,165
198,108
199,83
200,135
201,32
202,63
203,126
204,45
