0ns 1 0
30s 1 1
30.638092003s 1 2
30.700096871s 1 3
30.764357067s 1 4
30.830996062s 1 5
30.893486992s 1 6
30.952291895s 1 7
31.005719105s 1 8
31.091835904s 1 9
31.164864306s 1 10
31.218147222s 1 11
31.276561366s 1 12
31.340295806s 1 13
31.404408757s 1 14
31.464927693s 1 15
31.525950739s 1 16
31.616282979s 1 17
31.711734302s 1 18
31.766833548s 1 19
31.824497884s 1 20
31.894938196s 1 21
31.964572013s 1 22
32.028854455s 1 23
32.091037567s 1 24
32.158555015s 1 25
32.229202752s 1 26
32.289370392s 1 27
32.349671058s 1 28
32.416896922s 1 29
32.482748882s 1 30
32.545013647s 1 31
32.606091686s 1 32
32.692378366s 1 33
32.801705172s 1 34
32.873214243s 1 35
32.945359902s 1 36
33.012757506s 1 37
33.070958803s 1 38
33.124568345s 1 39
33.178482061s 1 40
33.225328599s 1 41
33.281554477s 1 42
33.318068019s 1 43
33.358926783s 1 44
33.402625385s 1 45
33.452673454s 1 46
33.490643931s 1 47
33.536510447s 1 48
33.602656633s 1 49
33.671293701s 1 50
33.708669136s 1 51
33.752024243s 1 52
33.822941678s 1 53
33.879888375s 1 54
33.925687481s 1 55
33.971811139s 1 56
34.020886573s 1 57
34.079977492s 1 58
34.122458173s 1 59
34.173719279s 1 60
34.226385024s 1 61
34.276084687s 1 62
34.317598717s 1 63
34.367836734s 1 64
34.417780127s 1 65
34.507884544s 1 66
34.575041806s 1 67
34.627401582s 1 68
34.686213768s 1 69
34.75048362s 1 70
34.812510383s 1 71
34.871229698s 1 72
34.93008342s 1 73
34.996462614s 1 74
35.037668399s 1 75
35.078143523s 1 76
35.120298442s 1 77
35.173358516s 1 78
35.20929936s 1 79
35.248690114s 1 80
35.289914324s 1 81
35.346782397s 1 82
35.379708738s 1 83
35.4177209s 1 84
35.459382958s 1 85
35.505883338s 1 86
35.540172656s 1 87
35.575630373s 1 88
35.611630165s 1 89
35.658336038s 1 90
35.687967331s 1 91
35.721709783s 1 92
35.753650036s 1 93
35.792353419s 1 94
35.824252936s 1 95
35.859109699s 1 96
35.902650485s 1 97
35.978370218s 1 98
36.022129039s 1 99
36.053138156s 1 100
36.091390339s 1 101
36.135956109s 1 102
36.172821754s 1 103
36.208557961s 1 104
36.244713674s 1 105
36.287678455s 1 106
36.321340646s 1 107
36.35713286s 1 108
36.39274725s 1 109
36.432983859s 1 110
36.467797736s 1 111
36.503724857s 1 112
36.541094309s 1 113
36.596694279s 1 114
36.626980997s 1 115
36.66315208s 1 116
36.708238434s 1 117
36.76008349s 1 118
36.804296971s 1 119
36.841813211s 1 120
36.893252012s 1 121
36.937915724s 1 122
36.972967636s 1 123
37.014214604s 1 124
37.055315888s 1 125
37.104245451s 1 126
37.143913226s 1 127
37.192269329s 1 128
37.243817552s 1 129
37.331623674s 1 130
37.400663672s 1 131
37.462329626s 1 132
37.522690196s 1 133
37.598510074s 1 134
37.652817486s 1 135
37.704195318s 1 136
37.755414895s 1 137
37.817570767s 1 138
37.868903538s 1 139
37.92122997s 1 140
37.975156557s 1 141
38.034127317s 1 142
38.089792201s 1 143
38.145741751s 1 144
38.206442252s 1 145
38.280993356s 1 146
38.316863003s 1 147
38.354810175s 1 148
38.406125039s 1 149
38.453812253s 1 150
38.492002173s 1 151
38.527869483s 1 152
38.56447892s 1 153
38.60188828s 1 154
38.638756285s 1 155
38.674398162s 1 156
38.709898931s 1 157
38.749612619s 1 158
38.783866216s 1 159
38.820437422s 1 160
38.86118724s 1 161
38.935844802s 1 162
38.964357044s 1 163
39.000224874s 1 164
39.038274343s 1 165
39.08647972s 1 166
39.125321357s 1 167
39.164410823s 1 168
39.200408577s 1 169
39.241476018s 1 170
39.277869942s 1 171
39.315880378s 1 172
39.357338361s 1 173
39.399308624s 1 174
39.437059942s 1 175
39.476479581s 1 176
39.523247183s 1 177
39.581970552s 1 178
39.613780672s 1 179
39.650211537s 1 180
39.705135834s 1 181
39.748925316s 1 182
39.793432516s 1 183
39.837641374s 1 184
39.878152979s 1 185
39.921652878s 1 186
39.956452841s 1 187
39.994023358s 1 188
43.407413362s 1 189
43.444894445s 1 190
43.47689601s 1 191
43.517575596s 1 192
43.569760764s 1 193
43.675912804s 1 194
43.738624884s 1 195
43.796908762s 1 196
43.858388373s 1 197
43.906555837s 1 198
43.94369657s 1 199
43.987845131s 1 200
44.032855648s 1 201
44.078943288s 1 202
44.109417002s 1 203
44.143942044s 1 204
44.17817645s 1 205
44.216920253s 1 206
44.246939262s 1 207
44.282946724s 1 208
44.316836603s 1 209
44.370575096s 1 210
44.402784171s 1 211
44.436111935s 1 212
44.484135078s 1 213
44.520981151s 1 214
44.556684541s 1 215
44.591155501s 1 216
44.625425953s 1 217
44.668821766s 1 218
44.700350805s 1 219
44.7357757s 1 220
44.768796797s 1 221
44.808461173s 1 222
44.841380436s 1 223
44.875879295s 1 224
44.920556741s 1 225
44.982970685s 1 226
45.019300044s 1 227
45.051424588s 1 228
45.093436081s 1 229
45.144174293s 1 230
45.181732831s 1 231
45.215157321s 1 232
45.249867035s 1 233
45.292649093s 1 234
45.327882367s 1 235
45.364740259s 1 236
45.405259672s 1 237
45.440446059s 1 238
45.482387421s 1 239
45.515626782s 1 240
45.557250874s 1 241
45.616590075s 1 242
45.647598406s 1 243
45.686569008s 1 244
45.738418699s 1 245
45.785826584s 1 246
45.829712726s 1 247
45.891358876s 1 248
45.931697361s 1 249
45.983603257s 1 250
46.033515596s 1 251
46.073212945s 1 252
46.115593692s 1 253
46.179267089s 1 254
46.224169908s 1 255
46.270828516s 1 256
46.314973019s 1 257
46.443122694s 1 258
46.512459189s 1 259
46.588516939s 1 260
46.690820757s 1 261
46.776900572s 1 262
46.853272904s 1 263
46.921922682s 1 264
47.005820733s 1 265
47.090822542s 1 266
47.176014484s 1 267
47.269934821s 1 268
47.348132633s 1 269
47.422666417s 1 270
47.499058068s 1 271
47.568817257s 1 272
47.635987099s 1 273
47.707209964s 1 274
47.770248731s 1 275
47.831920158s 1 276
47.906127889s 1 277
47.977909811s 1 278
48.040774405s 1 279
48.096400984s 1 280
48.15658642s 1 281
48.220151294s 1 282
48.274923337s 1 283
48.328548893s 1 284
48.386557253s 1 285
48.467540676s 1 286
48.540094595s 1 287
48.623705031s 1 288
48.695089964s 1 289
48.779481444s 1 290
48.815817964s 1 291
48.889163284s 1 292
48.943405926s 1 293
49.000847365s 1 294
49.056280738s 1 295
49.08786771s 1 296
49.125428484s 1 297
49.175761086s 1 298
49.210402921s 1 299
49.249679455s 1 300
49.290138701s 1 301
49.325495921s 1 302
49.366098191s 1 303
49.401806806s 1 304
49.440042939s 1 305
49.490382762s 1 306
49.522098157s 1 307
49.556530184s 1 308
49.604590791s 1 309
49.645411893s 1 310
49.68856342s 1 311
49.722548543s 1 312
49.758123171s 1 313
49.799064495s 1 314
49.83006886s 1 315
49.864964141s 1 316
49.898724021s 1 317
49.937240693s 1 318
49.96942698s 1 319
50.004573169s 1 320
50.043774191s 1 321
50.146525383s 1 322
50.203009747s 1 323
50.266384848s 1 324
50.313125222s 1 325
50.361757992s 1 326
50.401176262s 1 327
50.449249351s 1 328
50.490633322s 1 329
50.532560167s 1 330
50.565103883s 1 331
50.599937072s 1 332
50.635120803s 1 333
50.674117201s 1 334
50.705579659s 1 335
50.744390393s 1 336
50.785409525s 1 337
50.843058418s 1 338
50.879213309s 1 339
50.916898774s 1 340
50.96853536s 1 341
51.009812077s 1 342
51.052549417s 1 343
51.087412492s 1 344
51.132198278s 1 345
51.175649408s 1 346
51.214113093s 1 347
51.251972282s 1 348
51.298057677s 1 349
51.338098853s 1 350
51.370647941s 1 351
51.406551201s 1 352
51.449390273s 1 353
51.511394722s 1 354
51.558277893s 1 355
51.591946513s 1 356
51.625758303s 1 357
51.670302687s 1 358
51.701358652s 1 359
51.733259872s 1 360
51.760538887s 1 361
51.799409693s 1 362
51.82565648s 1 363
51.856711198s 1 364
51.885514121s 1 365
51.9228547s 1 366
51.950079539s 1 367
51.98336362s 1 368
52.011982703s 1 369
52.061463284s 1 370
52.089413253s 1 371
52.12266588s 1 372
52.184719879s 1 373
52.243381664s 1 374
52.294881934s 1 375
52.328981844s 1 376
52.392700037s 1 377
52.466924612s 1 378
52.532209687s 1 379
52.599839981s 1 380
52.638310939s 1 381
52.678937532s 1 382
52.709765063s 1 383
52.744915011s 1 384
52.801476592s 1 385
52.939495162s 1 386
52.99757355s 1 387
53.099638654s 1 388
53.156222993s 1 389
53.225112159s 1 390
53.288002152s 1 391
53.354081561s 1 392
59.788862779s 1 393
59.918133s 1 394
59.97225257s 1 395
60.044874855s 1 396
60.083230799s 1 397
60.140011286s 1 398
60.167007117s 1 399
60.219601136s 1 400
60.265026463s 1 401
60.318551968s 1 402
60.351952493s 1 403
60.381509972s 1 404
60.436418938s 1 405
60.479744482s 1 406
60.531005326s 1 407
60.560824466s 1 408
60.588261056s 1 409
60.644425045s 1 410
60.681932081s 1 411
60.712747738s 1 412
60.741026552s 1 413
60.788191627s 1 414
60.853270848s 1 415
60.881662982s 1 416
60.941003795s 1 417
61.01501666s 1 418
61.05463297s 1 419
61.105185952s 1 420
61.160070452s 1 421
61.236486519s 1 422
61.28680551s 1 423
61.313922538s 1 424
61.34654501s 1 425
61.410731794s 1 426
61.438827195s 1 427
61.501289337s 1 428
61.551116793s 1 429
61.584249699s 1 430
61.654282063s 1 431
61.683465451s 1 432
61.747122176s 1 433
61.829716242s 1 434
61.873724675s 1 435
61.906677617s 1 436
61.989325586s 1 437
62.031996885s 1 438
62.102558071s 1 439
62.144881669s 1 440
62.2037466s 1 441
62.269537529s 1 442
62.336305623s 1 443
62.363668181s 1 444
62.414081916s 1 445
62.446915686s 1 446
62.51605479s 1 447
62.560595185s 1 448
62.615189198s 1 449
62.739161759s 1 450
62.822399336s 1 451
62.872521839s 1 452
62.946820216s 1 453
63.024534844s 1 454
63.064083837s 1 455
63.117395151s 1 456
63.167638689s 1 457
63.252034408s 1 458
63.278295937s 1 459
63.318499973s 1 460
63.393536041s 1 461
63.443831224s 1 462
63.493571803s 1 463
63.545681644s 1 464
63.575159652s 1 465
63.687901257s 1 466
63.71653771s 1 467
63.788364713s 1 468
63.850228354s 1 469
63.900572527s 1 470
63.956144815s 1 471
63.984358417s 1 472
64.046110368s 1 473
64.104156709s 1 474
64.131759559s 1 475
64.196086032s 1 476
64.225044888s 1 477
64.292467575s 1 478
64.319787571s 1 479
64.38148451s 1 480
64.409457009s 1 481
64.497985111s 1 482
64.55091936s 1 483
64.578627152s 1 484
64.636988559s 1 485
64.679468558s 1 486
64.744422895s 1 487
64.788392501s 1 488
64.820430209s 1 489
64.871253762s 1 490
64.912605097s 1 491
64.95382584s 1 492
65.00912595s 1 493
65.062912887s 1 494
65.10555786s 1 495
65.156591205s 1 496
65.214138609s 1 497
65.303754206s 1 498
65.331361582s 1 499
65.378618309s 1 500
65.483864664s 1 501
65.566119971s 1 502
65.67740617s 1 503
65.734405158s 1 504
65.793066206s 1 505
65.874521562s 1 506
66.010826631s 1 507
66.057378718s 1 508
66.12036489s 1 509
66.17364372s 1 510
66.209386208s 1 511
66.298773434s 1 512
66.379399217s 1 513
66.645499045s 1 514
66.724986794s 1 515
66.923247141s 1 516
66.994089073s 1 517
67.087595271s 1 518
67.197503316s 1 519
67.28865602s 1 520
67.45604093s 1 521
67.523588183s 1 522
67.586173908s 1 523
67.644393707s 1 524
67.723911418s 1 525
67.799560441s 1 526
67.860257225s 1 527
67.921433092s 1 528
67.983560053s 1 529
68.060117245s 1 530
68.120845415s 1 531
68.195827215s 1 532
68.314977054s 1 533
68.385810085s 1 534
68.444568262s 1 535
68.498197401s 1 536
68.588754074s 1 537
68.663482225s 1 538
68.718754004s 1 539
68.775318469s 1 540
68.835780092s 1 541
68.896965039s 1 542
68.958357047s 1 543
69.024781509s 1 544
69.126147112s 1 545
69.299725225s 1 546
69.362268029s 1 547
69.425319122s 1 548
69.488799979s 1 549
69.559257136s 1 550
69.624795622s 1 551
69.721998301s 1 552
74.063725112s 1 553
74.219387807s 1 554
74.306370432s 1 555
74.39208197s 1 556
74.501036018s 1 557
74.624359791s 1 558
74.75537043s 1 559
74.821859158s 1 560
74.895656852s 1 561
74.968835164s 1 562
75.127843312s 1 563
75.368426109s 1 564
76.305854497s 1 565
76.386970379s 1 566
76.421636778s 1 567
76.473349738s 1 568
76.528726209s 1 569
76.586089421s 1 570
76.648882691s 1 571
76.700589419s 1 572
76.75820846s 1 573
76.811482117s 1 574
76.856577834s 1 575
76.905195912s 1 576
76.95302847s 1 577
77.060821513s 1 578
77.13039182s 1 579
77.210054615s 1 580
77.262560853s 1 581
77.351995734s 1 582
77.428571728s 1 583
77.464418738s 1 584
77.539846246s 1 585
77.650389281s 1 586
77.678351891s 1 587
77.730024632s 1 588
77.804875476s 1 589
77.861931295s 1 590
77.912050006s 1 591
77.969728511s 1 592
78.025752298s 1 593
78.10743077s 1 594
78.135202081s 1 595
78.20131517s 1 596
78.26341452s 1 597
78.32232828s 1 598
78.409739306s 1 599
78.495109097s 1 600
78.54502801s 1 601
78.578396553s 1 602
78.641490815s 1 603
78.711617261s 1 604
78.767776707s 1 605
78.829150176s 1 606
78.897939132s 1 607
78.940896415s 1 608
78.974378449s 1 609
79.074799714s 1 610
79.101312052s 1 611
79.135337919s 1 612
79.168884156s 1 613
79.214218876s 1 614
79.246859387s 1 615
79.278778215s 1 616
79.30694623s 1 617
79.347378806s 1 618
79.375333872s 1 619
79.408785691s 1 620
79.457808878s 1 621
79.510220221s 1 622
79.545663772s 1 623
79.577942657s 1 624
79.612342877s 1 625
79.659162011s 1 626
79.686320778s 1 627
79.718761224s 1 628
79.760450512s 1 629
79.80306808s 1 630
79.842537787s 1 631
79.877973747s 1 632
79.911136417s 1 633
79.960534671s 1 634
79.989684563s 1 635
80.021266205s 1 636
80.055564558s 1 637
80.091229187s 1 638
80.126808657s 1 639
80.160507403s 1 640
80.189506637s 1 641
80.261258752s 1 642
80.311371675s 1 643
80.441692808s 1 644
80.531480828s 1 645
80.60879936s 1 646
80.690836886s 1 647
80.730098901s 1 648
80.777617499s 1 649
80.825654717s 1 650
80.892983754s 1 651
80.925847503s 1 652
80.967885638s 1 653
81.009523266s 1 654
81.053578539s 1 655
81.099317003s 1 656
81.139599828s 1 657
81.201632248s 1 658
81.228064194s 1 659
81.282072299s 1 660
81.320628251s 1 661
81.368640618s 1 662
81.409225033s 1 663
81.459939078s 1 664
81.502732806s 1 665
81.537056015s 1 666
81.580595809s 1 667
81.607131699s 1 668
81.653734098s 1 669
81.686327948s 1 670
81.749287257s 1 671
81.776839564s 1 672
81.809918318s 1 673
81.871618643s 1 674
81.898422364s 1 675
81.93025449s 1 676
81.978246456s 1 677
82.035621799s 1 678
82.086691266s 1 679
82.139953288s 1 680
82.206502007s 1 681
82.285605364s 1 682
82.342734202s 1 683
82.41149322s 1 684
82.490923555s 1 685
82.569235886s 1 686
82.643208249s 1 687
82.720506493s 1 688
82.800469407s 1 689
82.912486614s 1 690
82.940513655s 1 691
83.0000456s 1 692
83.141862593s 1 693
83.216372548s 1 694
83.306533128s 1 695
83.338258689s 1 696
83.375969097s 1 697
83.438243846s 1 698
83.506357111s 1 699
83.5832856s 1 700
83.677882354s 1 701
83.76524256s 1 702
83.846748336s 1 703
83.930263094s 1 704
84.019992645s 1 705
87.852211671s 1 706
87.998836435s 1 707
88.047316964s 1 708
88.079422024s 1 709
88.125101268s 1 710
88.161280675s 1 711
88.200041757s 1 712
88.231774494s 1 713
88.264578529s 1 714
88.294084185s 1 715
88.320528695s 1 716
88.354623783s 1 717
88.385423715s 1 718
88.416403541s 1 719
88.443133998s 1 720
88.4831962s 1 721
88.52993514s 1 722
88.572091689s 1 723
88.634568135s 1 724
88.685829743s 1 725
88.722977163s 1 726
88.755168829s 1 727
88.785761641s 1 728
88.812886397s 1 729
88.851242677s 1 730
88.878369165s 1 731
88.910797777s 1 732
88.939460213s 1 733
88.980677771s 1 734
89.008690622s 1 735
89.040919495s 1 736
89.068128349s 1 737
89.130428851s 1 738
89.156501243s 1 739
89.223667616s 1 740
89.2566501s 1 741
89.300421381s 1 742
89.330585466s 1 743
89.361741079s 1 744
89.388768988s 1 745
89.427268534s 1 746
89.45359648s 1 747
89.498032873s 1 748
89.526873322s 1 749
89.589743472s 1 750
89.666267243s 1 751
89.723261493s 1 752
89.751104165s 1 753
89.798256469s 1 754
89.825377534s 1 755
89.859818716s 1 756
89.939397155s 1 757
89.980275628s 1 758
90.019927649s 1 759
90.055524603s 1 760
90.104710366s 1 761
90.170164419s 1 762
90.204713537s 1 763
90.242198796s 1 764
90.27868042s 1 765
90.316885679s 1 766
90.376612362s 1 767
90.43676454s 1 768
90.468980134s 1 769
90.556802753s 1 770
90.619358539s 1 771
90.687977013s 1 772
90.759253004s 1 773
90.817238243s 1 774
90.888259279s 1 775
90.940307877s 1 776
90.988398803s 1 777
91.04832156s 1 778
91.104943977s 1 779
91.15594743s 1 780
91.204968304s 1 781
91.254901617s 1 782
91.302236613s 1 783
91.379251627s 1 784
91.413534958s 1 785
91.465316231s 1 786
91.495971716s 1 787
91.548327314s 1 788
91.598860757s 1 789
91.638434916s 1 790
91.665955051s 1 791
91.806168228s 1 792
92.344677971s 1 793
92.383863078s 1 794
92.434858351s 1 795
92.505427037s 1 796
92.566846015s 1 797
92.651832476s 1 798
92.736582221s 1 799
92.805474481s 1 800
92.893395667s 1 801
93.004962717s 1 802
93.030230059s 1 803
93.083769894s 1 804
93.115280696s 1 805
93.170284599s 1 806
93.238854554s 1 807
93.266187559s 1 808
93.307019659s 1 809
93.360999455s 1 810
93.393542107s 1 811
93.432607578s 1 812
93.473637122s 1 813
93.507441927s 1 814
93.543858417s 1 815
93.575116407s 1 816
93.625003199s 1 817
93.684139455s 1 818
93.714860877s 1 819
93.748694056s 1 820
93.822314126s 1 821
93.867638763s 1 822
93.902082119s 1 823
93.934323467s 1 824
93.965989819s 1 825
94.004423176s 1 826
94.032186029s 1 827
94.067951039s 1 828
94.097178535s 1 829
94.133388656s 1 830
94.161540974s 1 831
94.194258352s 1 832
94.222282599s 1 833
94.289993649s 1 834
94.333531963s 1 835
94.378341574s 1 836
94.413772976s 1 837
94.458844139s 1 838
94.497159699s 1 839
94.536603629s 1 840
94.570558928s 1 841
94.609643649s 1 842
94.636376492s 1 843
94.668349856s 1 844
94.697573779s 1 845
94.734390999s 1 846
94.761882115s 1 847
94.795598416s 1 848
94.824251149s 1 849
94.87313481s 1 850
94.899793456s 1 851
94.931836296s 1 852
94.970244453s 1 853
95.009631607s 1 854
95.039072894s 1 855
95.073944695s 1 856
95.102821069s 1 857
95.144542998s 1 858
95.172576079s 1 859
95.208185234s 1 860
95.238148828s 1 861
95.286624575s 1 862
95.345448339s 1 863
95.412728479s 1 864
95.48944964s 1 865
95.559585427s 1 866
95.586421287s 1 867
95.620712766s 1 868
95.674673729s 1 869
95.716235208s 1 870
95.781499885s 1 871
95.85227975s 1 872
95.942053479s 1 873
96.038661335s 1 874
96.119096605s 1 875
96.20643052s 1 876
96.310962712s 1 877
96.405528892s 1 878
96.490790097s 1 879
96.5827954s 1 880
96.68691762s 1 881
96.80895212s 1 882
96.839310918s 1 883
96.920224088s 1 884
97.097591208s 1 885
97.184480354s 1 886
97.324336436s 1 887
97.367271599s 1 888
97.485409366s 1 889
97.60114412s 1 890
97.638422468s 1 891
97.66966179s 1 892
97.706482806s 1 893
97.744091145s 1 894
97.778069875s 1 895
97.812765917s 1 896
102.167394169s 1 897
102.390386176s 1 898
102.44158065s 1 899
102.700652056s 1 900
102.790196796s 1 901
102.880759174s 1 902
102.977295056s 1 903
103.08686693s 1 904
103.121848617s 1 905
103.197631757s 1 906
103.237601814s 1 907
103.300898277s 1 908
103.406001615s 1 909
103.436328706s 1 910
103.558043221s 1 911
103.602349795s 1 912
103.633843551s 1 913
103.722487726s 1 914
103.780217196s 1 915
103.827013597s 1 916
103.917633267s 1 917
104.016297405s 1 918
107.954776483s 1 919
107.981491706s 1 920
108.009019778s 1 921
108.04371477s 1 922
108.071753951s 1 923
108.099035657s 1 924
108.128085671s 1 925
108.159147945s 1 926
108.185534847s 1 927
108.216239572s 1 928
108.243606222s 1 929
108.300496211s 1 930
108.325717319s 1 931
108.352952986s 1 932
108.386504166s 1 933
108.425871391s 1 934
108.457381012s 1 935
108.483860395s 1 936
108.515605084s 1 937
108.550679522s 1 938
108.593847846s 1 939
108.62111401s 1 940
108.661101161s 1 941
108.691228478s 1 942
108.718655806s 1 943
108.745503012s 1 944
108.772502565s 1 945
108.812228367s 1 946
108.83840284s 1 947
108.864809106s 1 948
108.935297305s 1 949
108.98545563s 1 950
109.042088687s 1 951
109.070386164s 1 952
109.098541121s 1 953
109.139921908s 1 954
109.187669625s 1 955
109.249732866s 1 956
109.331496387s 1 957
109.403446935s 1 958
109.471642648s 1 959
109.545358239s 1 960
109.629068719s 1 961
109.946243238s 1 962
110.006640615s 1 963
110.046278763s 1 964
110.084544176s 1 965
110.127033458s 1 966
110.196013802s 1 967
110.244872283s 1 968
110.275293426s 1 969
110.334506111s 1 970
110.369485693s 1 971
110.396854093s 1 972
110.439276803s 1 973
110.47805759s 1 974
110.507364643s 1 975
110.547017636s 1 976
110.586020772s 1 977
110.727758112s 1 978
110.764534994s 1 979
110.838776777s 1 980
110.957820271s 1 981
111.03115331s 1 982
111.115865598s 1 983
111.200205991s 1 984
111.387939923s 1 985
111.491962518s 1 986
111.578687046s 1 987
111.668531631s 1 988
111.783070377s 1 989
