304 1 0
414 1 1
444 1 2
456 1 3
497 1 4
580 1 5
591 1 6
596 1 7
616 1 8
625 1 9
644 1 10
703 1 11
826 1 12
830 1 13
832 1 14
859 1 15
872 1 16
873 1 17
895 1 18
912 1 19
929 1 20
1008 1 21
1013 1 22
1067 1 23
1069 1 24
1088 1 25
1145 1 26
1201 1 27
1212 1 28
1235 1 29
1252 1 30
1277 1 31
1292 1 32
1323 1 33
1335 1 34
1364 1 35
1374 1 36
1388 1 37
1413 1 38
1424 1 39
1477 1 40
1537 1 41
1544 1 42
1569 1 43
1577 1 44
1634 1 45
1681 1 46
1722 1 47
1741 1 48
1780 1 49
1815 1 50
1885 1 51
1888 1 52
1929 1 53
1931 1 54
1982 2 55
1986 1 57
2055 1 58
2097 1 59
2156 1 60
2232 1 61
2318 1 62
2395 1 63
2440 1 64
2446 1 65
2505 1 66
2547 1 67
2550 1 68
2613 1 69
2817 1 70
2913 1 71
2973 1 72
3634 1 73
3847 1 74
3997 1 75
4497 1 76
4858 1 77
5315 1 78
5322 1 79
5817 1 80
6059 1 81
6808 1 82
7215 1 83
7431 1 84
7759 1 85
13129 1 86
14079 1 87
25223 1 88
