6908,0ns
62,55s
65,55.289860643s
65,55.349641496s
59,55.417249894s
82,55.473133366s
60,55.534172542s
98,55.599688199s
49,55.652524843s
62,55.705618394s
59,55.77424834s
70,55.832146092s
60,55.899080752s
68,55.957312626s
69,56.022207093s
77,56.106520974s
56,56.164209515s
65,56.224947326s
69,56.321520913s
68,56.378482602s
64,56.438109907s
81,56.496057645s
62,56.564803056s
111,56.635148174s
71,56.701786133s
66,56.779961275s
62,56.851679935s
60,56.914340507s
53,56.984283385s
44,57.047601362s
44,57.116341466s
57,57.202214417s
35,57.262207558s
44,57.324508835s
46,57.436883033s
45,57.501882442s
40,57.567656035s
48,57.627892922s
37,57.689506033s
71,57.735965765s
33,57.781987486s
42,57.825943947s
48,57.880740474s
54,57.918357244s
40,57.970662516s
45,58.010031024s
50,58.056406163s
56,58.098578519s
39,58.143472619s
45,58.184548888s
57,58.251068684s
55,58.287006099s
43,58.336620622s
58,58.378976673s
46,58.430871086s
93,58.475789003s
66,58.521274631s
55,58.567139717s
59,58.623449017s
63,58.66473472s
59,58.721551908s
62,58.770830655s
52,58.822153737s
68,58.875620685s
40,58.929138484s
42,58.97763275s
46,59.066998256s
50,59.13332007s
35,59.19388594s
40,59.245989486s
37,59.309383496s
58,59.371563089s
31,59.430575708s
39,59.485581323s
34,59.551453689s
46,59.592185083s
37,59.643459174s
37,59.681367347s
34,59.73186784s
42,59.769962308s
28,59.808549263s
34,59.846873139s
40,59.903507171s
42,59.936605974s
33,59.97769418s
42,60.010617431s
33,60.060087508s
78,60.095305194s
39,60.132914691s
33,60.166122557s
35,60.208017034s
39,60.237225605s
39,60.280799969s
35,60.314006479s
34,60.357372777s
40,60.395095093s
33,60.432550515s
36,60.465046426s
38,60.54186923s
41,60.581543559s
35,60.618324019s
41,60.650234697s
36,60.690262824s
57,60.731282434s
29,60.766815685s
36,60.80014025s
33,60.843696626s
44,60.875348936s
34,60.917389714s
38,60.952727708s
37,60.993913306s
42,61.031079011s
34,61.071057114s
38,61.105616036s
45,61.161454529s
52,61.192268927s
38,61.230394224s
49,61.262133379s
50,61.305260114s
86,61.34197894s
67,61.379895261s
58,61.416107498s
56,61.460727727s
78,61.493875919s
57,61.542492762s
54,61.587340097s
55,61.633600168s
76,61.682019045s
56,61.734592377s
63,61.775836089s
60,61.858586421s
58,61.928162135s
56,61.986070068s
63,62.040131724s
49,62.119564639s
83,62.177598095s
39,62.233694441s
39,62.289509211s
40,62.36438997s
58,62.426298982s
34,62.485574225s
35,62.540762591s
34,62.59934942s
36,62.661349366s
32,62.718990338s
35,62.770629193s
40,62.852367321s
39,62.893751385s
34,62.932759117s
40,62.970536487s
29,63.028474911s
66,63.064949139s
27,63.099759965s
