0 27179 0
1 12457 27179
2 6025 39636
3 3771 45661
4 2251 49432
5 1533 51683
6 1053 53216
7 768 54269
8 685 55037
9 561 55722
10 476 56283
11 332 56759
12 330 57091
13 278 57421
14 239 57699
15 200 57938
16 168 58138
17 127 58306
18 111 58433
19 94 58544
20 109 58638
21 76 58747
22 75 58823
23 69 58898
24 65 58967
25 70 59032
26 51 59102
27 59 59153
28 50 59212
29 53 59262
30 37 59315
31 27 59352
32 29 59379
33 27 59408
34 21 59435
35 25 59456
36 28 59481
37 21 59509
38 21 59530
39 15 59551
40 10 59566
41 11 59576
42 11 59587
43 12 59598
44 16 59610
45 9 59626
46 15 59635
47 16 59650
48 10 59666
49 8 59676
50 14 59684
51 11 59698
52 14 59709
53 10 59723
54 9 59733
55 9 59742
56 7 59751
57 8 59758
58 6 59766
59 4 59772
60 3 59776
61 4 59779
62 8 59783
63 2 59791
64 7 59793
65 3 59800
67 4 59803
68 3 59807
69 5 59810
70 5 59815
71 2 59820
72 3 59822
73 2 59825
74 2 59827
75 1 59829
76 2 59830
77 2 59832
78 4 59834
80 4 59838
81 2 59842
82 5 59844
83 1 59849
84 3 59850
85 5 59853
86 6 59858
87 6 59864
88 3 59870
89 4 59873
91 4 59877
92 1 59881
93 1 59882
94 5 59883
95 4 59888
96 6 59892
97 2 59898
98 2 59900
100 1 59902
101 1 59903
102 4 59904
103 3 59908
105 1 59911
106 3 59912
107 1 59915
108 1 59916
109 2 59917
110 1 59919
111 1 59920
113 3 59921
114 1 59924
115 1 59925
117 1 59926
118 1 59927
120 1 59928
123 2 59929
124 1 59931
125 1 59932
126 2 59933
127 1 59935
130 1 59936
131 1 59937
132 1 59938
135 1 59939
139 1 59940
140 1 59941
141 1 59942
146 1 59943
150 1 59944
152 1 59945
153 1 59946
154 1 59947
155 1 59948
158 1 59949
163 1 59950
164 3 59951
165 1 59954
169 1 59955
171 1 59956
173 1 59957
174 1 59958
176 2 59959
178 1 59961
181 1 59962
183 1 59963
185 1 59964
186 2 59965
187 2 59967
191 1 59969
192 1 59970
198 1 59971
205 1 59972
208 1 59973
215 1 59974
217 1 59975
221 1 59976
226 1 59977
227 1 59978
235 1 59979
254 1 59980
286 1 59981
288 1 59982
291 1 59983
319 1 59984
321 1 59985
334 1 59986
336 1 59987
352 1 59988
371 1 59989
378 1 59990
387 1 59991
396 1 59992
406 1 59993
654 1 59994
762 1 59995
825 1 59996
950 1 59997
1630 1 59998
1752 1 59999
