6 15 0
7 2 15
10 1 17
16 2 18
17 16 20
18 18 36
19 15 54
20 28 69
21 34 97
22 39 131
23 32 170
24 33 202
25 36 235
26 36 271
27 24 307
28 26 331
29 22 357
30 24 379
31 19 403
32 27 422
33 19 449
34 15 468
35 7 483
36 5 490
37 6 495
38 5 501
39 12 506
40 6 518
41 4 524
42 9 528
43 6 537
44 5 543
45 5 548
46 5 553
47 5 558
48 3 563
49 2 566
50 2 568
51 4 570
52 3 574
53 1 577
54 3 578
55 5 581
56 2 586
58 1 588
59 1 589
63 3 590
64 3 593
65 2 596
66 2 598
67 1 600
70 2 601
73 1 603
74 1 604
75 1 605
80 1 606
81 1 607
83 1 608
87 1 609
88 2 610
97 1 612
98 1 613
129 1 614
142 1 615
151 1 616
754 1 617
