1,58
2,45
3,23
4,34
5,24
6,42
7,31
8,33
9,26
10,37
11,27
12,47
13,26
14,23
15,29
16,26
17,30
18,29
19,23
20,51
21,88
22,31
23,31
24,27
25,29
26,18
27,27
28,25
29,33
30,24
31,30
32,22
33,24
34,24
35,27
36,22
37,29
38,21
39,44
40,34
41,24
42,29
43,20
44,29
45,21
46,20
47,23
48,20
49,21
50,22
51,26
52,19
53,80
54,35
55,18
56,25
57,22
58,18
59,22
60,22
61,21
62,23
63,41
64,32
65,39
66,24
67,30
68,22
69,17
70,27
71,20
72,17
73,25
74,21
75,83
76,22
77,21
78,19
79,23
80,21
81,24
82,29
83,33
84,30
85,39
86,26
87,18
88,754
89,30
90,31
91,26
92,24
93,31
94,70
95,17
96,31
97,38
98,25
99,42
100,26
101,27
102,40
103,24
104,24
105,27
106,33
107,40
108,26
109,29
110,25
111,54
112,26
113,25
114,81
115,64
116,27
117,28
118,56
119,26
120,28
121,28
122,39
123,26
124,25
125,50
126,49
127,42
128,32
129,31
130,33
131,27
132,45
133,26
134,29
135,67
136,59
137,22
138,28
139,35
140,21
141,44
142,23
143,43
144,34
145,28
146,24
147,31
148,33
149,19
150,25
151,42
152,24
153,6
154,18
155,28
156,22
157,22
158,21
159,27
160,24
161,25
162,40
163,23
164,21
165,30
166,27
167,32
168,32
169,73
170,28
171,24
172,45
173,20
174,21
175,21
176,21
177,25
178,37
179,21
180,32
181,54
182,43
183,38
184,23
185,23
186,34
187,55
188,23
189,23
190,47
191,33
192,26
193,30
194,32
195,30
196,37
197,29
198,29
199,25
200,32
201,22
202,26
203,32
204,23
205,70
206,23
207,21
208,22
209,33
210,22
211,29
212,26
213,20
214,26
215,22
216,23
217,22
218,19
219,27
220,23
221,24
222,25
223,25
224,51
225,22
226,20
227,23
228,26
229,49
230,63
231,26
232,25
233,28
234,47
235,23
236,25
237,21
238,32
239,42
240,34
241,34
242,22
243,66
244,23
245,20
246,26
247,20
248,23
249,26
250,20
251,27
252,27
253,23
254,28
255,32
256,26
257,23
258,21
259,19
260,20
261,6
262,22
263,20
264,19
265,6
266,26
267,29
268,21
269,6
270,39
271,29
272,32
273,6
274,46
275,47
276,26
277,24
278,21
279,34
280,23
281,23
282,29
283,75
284,35
285,39
286,39
287,20
288,26
289,45
290,42
291,30
292,30
293,31
294,32
295,28
296,23
297,6
298,24
299,29
300,26
301,25
302,21
303,20
304,23
305,34
306,22
307,18
308,18
309,24
310,18
311,34
312,19
313,25
314,22
315,17
316,17
317,17
318,20
319,18
320,26
321,17
322,19
323,17
324,20
325,17
326,19
327,24
328,20
329,25
330,23
331,21
332,22
333,28
334,6
335,6
336,23
337,32
338,31
339,36
340,55
341,38
342,27
343,6
344,41
345,20
346,27
347,20
348,7
349,21
350,32
351,26
352,65
353,88
354,23
355,25
356,25
357,19
358,22
359,24
360,28
361,6
362,25
363,51
364,26
365,29
366,6
367,40
368,54
369,48
370,22
371,20
372,38
373,25
374,21
375,18
376,23
377,24
378,28
379,21
380,31
381,24
382,30
383,27
384,35
385,39
386,63
387,22
388,33
389,21
390,25
391,26
392,25
393,21
394,24
395,41
396,6
397,22
398,21
399,17
400,22
401,18
402,18
403,22
404,28
405,25
406,19
407,16
408,30
409,26
410,31
411,25
412,28
413,6
414,21
415,17
416,18
417,17
418,25
419,28
420,30
421,44
422,34
423,34
424,25
425,21
426,29
427,32
428,22
429,23
430,22
431,21
432,6
433,24
434,46
435,44
436,6
437,32
438,18
439,36
440,30
441,21
442,22
443,35
444,20
445,25
446,17
447,24
448,55
449,30
450,26
451,28
452,25
453,32
454,32
455,48
456,24
457,22
458,31
459,20
460,20
461,18
462,22
463,18
464,22
465,32
466,22
467,22
468,27
469,30
470,22
471,20
472,19
473,24
474,27
475,31
476,17
477,19
478,16
479,30
480,19
481,20
482,17
483,26
484,46
485,35
486,27
487,25
488,29
489,42
490,21
491,27
492,24
493,36
494,24
495,20
496,28
497,19
498,21
499,28
500,30
501,24
502,50
503,33
504,18
505,26
506,29
507,30
508,36
509,37
510,30
511,33
512,7
513,37
514,30
515,30
516,32
517,31
518,31
519,39
520,22
521,28
522,30
523,32
524,33
525,28
526,46
527,142
528,40
529,151
530,33
531,10
532,52
533,74
534,52
535,64
536,26
537,45
538,43
539,33
540,29
541,43
542,42
543,65
544,98
545,56
546,46
547,36
548,63
549,47
550,33
551,66
552,32
553,33
554,34
555,55
556,32
557,97
558,39
559,38
560,37
561,53
562,24
563,39
564,24
565,25
566,31
567,52
568,29
569,30
570,31
571,41
572,18
573,32
574,28
575,39
576,87
577,129
578,44
579,40
580,55
581,23
582,32
583,34
584,48
585,42
586,25
587,28
588,31
589,32
590,33
591,34
592,43
593,33
594,25
595,35
596,34
597,20
598,51
599,25
600,17
601,27
602,28
603,26
604,28
605,22
606,33
607,39
608,21
609,32
610,24
611,20
612,28
613,43
614,26
615,27
616,64
617,27
618,25
