0 32490 0
1 10079 32490
2 4383 42569
3 3080 46952
4 1605 50032
5 1238 51637
6 1070 52875
7 775 53945
8 539 54720
9 396 55259
10 397 55655
11 338 56052
12 416 56390
13 357 56806
14 304 57163
15 225 57467
16 173 57692
17 130 57865
18 118 57995
19 113 58113
20 92 58226
21 91 58318
22 97 58409
23 74 58506
24 79 58580
25 70 58659
26 72 58729
27 72 58801
28 72 58873
29 44 58945
30 49 58989
31 29 59038
32 29 59067
33 32 59096
34 26 59128
35 20 59154
36 16 59174
37 25 59190
38 15 59215
39 14 59230
40 22 59244
41 20 59266
42 12 59286
43 24 59298
44 24 59322
45 19 59346
46 20 59365
47 23 59385
48 14 59408
49 17 59422
50 11 59439
51 13 59450
52 17 59463
53 17 59480
54 8 59497
55 15 59505
56 12 59520
57 11 59532
58 14 59543
59 19 59557
60 9 59576
61 5 59585
62 4 59590
63 10 59594
64 7 59604
65 3 59611
66 8 59614
67 8 59622
68 3 59630
69 2 59633
70 4 59635
71 3 59639
72 7 59642
73 3 59649
74 5 59652
76 6 59657
77 5 59663
78 7 59668
79 3 59675
80 8 59678
81 3 59686
82 6 59689
83 4 59695
84 9 59699
85 4 59708
86 7 59712
87 7 59719
88 4 59726
89 8 59730
90 4 59738
91 5 59742
92 4 59747
93 3 59751
94 7 59754
95 6 59761
96 6 59767
97 2 59773
98 7 59775
99 4 59782
100 4 59786
101 4 59790
102 3 59794
104 2 59797
105 4 59799
106 4 59803
107 1 59807
108 2 59808
109 2 59810
110 5 59812
111 3 59817
112 2 59820
113 2 59822
114 3 59824
115 1 59827
116 4 59828
117 4 59832
118 1 59836
119 4 59837
120 1 59841
121 5 59842
122 2 59847
123 5 59849
124 2 59854
125 1 59856
127 1 59857
128 3 59858
130 2 59861
132 3 59863
133 1 59866
135 3 59867
136 1 59870
137 1 59871
141 3 59872
143 1 59875
145 2 59876
146 1 59878
147 1 59879
150 1 59880
152 1 59881
153 1 59882
155 1 59883
160 1 59884
161 2 59885
162 1 59887
163 1 59888
164 1 59889
168 1 59890
169 3 59891
170 2 59894
171 1 59896
173 2 59897
174 1 59899
176 1 59900
177 2 59901
178 3 59903
179 1 59906
181 1 59907
182 1 59908
183 1 59909
184 1 59910
185 1 59911
186 1 59912
188 1 59913
189 1 59914
192 1 59915
193 2 59916
198 1 59918
201 2 59919
202 1 59921
205 1 59922
207 1 59923
208 1 59924
210 2 59925
212 1 59927
217 1 59928
219 1 59929
220 1 59930
221 1 59931
223 2 59932
224 2 59934
228 1 59936
230 2 59937
236 1 59939
241 1 59940
242 1 59941
243 1 59942
245 1 59943
247 1 59944
248 1 59945
249 1 59946
254 1 59947
258 1 59948
259 1 59949
270 1 59950
272 1 59951
276 1 59952
279 1 59953
280 1 59954
281 1 59955
285 1 59956
295 1 59957
304 1 59958
307 1 59959
308 1 59960
314 1 59961
324 1 59962
340 1 59963
346 1 59964
365 1 59965
376 1 59966
387 1 59967
388 1 59968
399 1 59969
413 1 59970
435 1 59971
443 1 59972
445 1 59973
447 1 59974
455 1 59975
467 1 59976
481 1 59977
490 1 59978
492 1 59979
494 1 59980
503 1 59981
512 1 59982
522 1 59983
557 1 59984
583 1 59985
603 1 59986
622 1 59987
697 1 59988
711 1 59989
753 1 59990
981 1 59991
1030 1 59992
1072 1 59993
1092 1 59994
1185 1 59995
1272 1 59996
1588 1 59997
2209 1 59998
2534 1 59999
