1,18
2,24
3,10
4,27
5,13
6,20
7,14
8,8
9,9
10,35
11,12
12,19
13,11
14,16
15,11
16,10
17,15
18,13
19,13
20,53
21,18
22,9
23,8
24,15
25,9
26,7
27,17
28,10
29,29
30,9
31,11
32,12
33,17
34,9
35,12
36,8
37,29
38,9
39,15
40,16
41,15
42,12
43,11
44,15
45,15
46,11
47,9
48,13
49,8
50,14
51,18
52,8
53,134
54,18
55,7
56,13
57,12
58,8
59,11
60,10
61,10
62,19
63,23
64,11
65,37
66,15
67,20
68,12
69,17
70,17
71,11
72,8
73,14
74,15
75,61
76,12
77,10
78,9
79,19
80,11
81,12
82,71
83,21
84,17
85,27
86,19
87,9
88,1166
89,13
90,16
91,17
92,12
93,22
94,45
95,9
96,12
97,21
98,9
99,22
100,11
101,11
102,29
103,12
104,10
105,11
106,43
107,18
108,10
109,13
110,12
111,36
112,11
113,9
114,61
115,29
116,7
117,16
118,75
119,9
120,12
121,14
122,20
123,12
124,26
125,27
126,23
127,13
128,27
129,15
130,18
131,13
132,23
133,15
134,21
135,56
136,34
137,9
138,11
139,17
140,8
141,25
142,7
143,19
144,19
145,13
146,11
147,21
148,29
149,9
150,14
151,21
152,15
153,1
154,5
155,19
156,10
157,10
158,8
159,40
160,20
161,13
162,40
163,11
164,8
165,18
166,14
167,12
168,29
169,144
170,15
171,11
172,30
173,8
174,9
175,21
176,9
177,14
178,20
179,11
180,19
181,39
182,20
183,16
184,17
185,12
186,36
187,55
188,11
189,15
190,29
191,25
192,14
193,18
194,17
195,20
196,18
197,16
198,44
199,16
200,17
201,15
202,15
203,25
204,14
205,77
206,12
207,12
208,16
209,65
210,17
211,37
212,30
213,17
214,37
215,19
216,20
217,75
218,27
219,18
220,24
221,14
222,21
223,18
224,72
225,14
226,11
227,21
228,13
229,15
230,45
231,12
232,12
233,18
234,45
235,14
236,18
237,15
238,33
239,64
240,33
241,17
242,18
243,114
244,15
245,13
246,19
247,7
248,9
249,14
250,10
251,17
252,20
253,10
254,14
255,18
256,13
257,7
258,8
259,9
260,8
261,1
262,8
263,6
264,5
265,1
266,18
267,10
268,7
269,1
270,64
271,29
272,52
273,1
274,81
275,39
276,17
277,12
278,15
279,32
280,13
281,18
282,30
283,31
284,16
285,21
286,16
287,10
288,8
289,21
290,11
291,9
292,13
293,21
294,42
295,11
296,11
297,1
298,10
299,16
300,10
301,13
302,9
303,10
304,7
305,29
306,8
307,6
308,6
309,6
310,9
311,16
312,8
313,10
314,30
315,8
316,6
317,6
318,6
319,5
320,11
321,5
322,11
323,5
324,7
325,5
326,9
327,7
328,7
329,9
330,10
331,7
332,7
333,11
334,1
335,1
336,8
337,25
338,16
339,26
340,73
341,14
342,13
343,1
344,33
345,6
346,10
347,10
348,1
349,10
350,28
351,12
352,37
353,65
354,8
355,12
356,9
357,8
358,11
359,12
360,16
361,1
362,13
363,38
364,14
365,13
366,1
367,27
368,33
369,28
370,9
371,9
372,30
373,12
374,7
375,6
376,10
377,14
378,18
379,11
380,16
381,11
382,20
383,12
384,56
385,81
386,96
387,15
388,20
389,10
390,9
391,10
392,14
393,8
394,14
395,24
396,1
397,10
398,9
399,6
400,8
401,7
402,7
403,7
404,23
405,12
406,8
407,6
408,10
409,10
410,11
411,9
412,14
413,1
414,8
415,5
416,7
417,5
418,14
419,17
420,12
421,22
422,13
423,14
424,11
425,8
426,9
427,12
428,9
429,10
430,9
431,5
432,1
433,13
434,21
435,23
436,1
437,12
438,6
439,44
440,18
441,9
442,25
443,31
444,11
445,11
446,7
447,11
448,25
449,16
450,11
451,33
452,11
453,29
454,14
455,75
456,16
457,13
458,24
459,9
460,11
461,7
462,11
463,7
464,7
465,17
466,11
467,9
468,9
469,16
470,11
471,8
472,9
473,34
474,12
475,15
476,5
477,9
478,5
479,13
480,6
481,13
482,5
483,10
484,29
485,24
486,14
487,11
488,13
489,57
490,7
491,15
492,10
493,17
494,10
495,6
496,14
497,7
498,9
499,21
500,16
501,13
502,75
503,18
504,5
505,10
506,15
507,17
508,11
509,12
510,8
511,8
512,1
513,15
514,10
515,10
516,14
517,11
518,8
519,33
520,5
521,9
522,11
523,13
524,12
525,9
526,18
527,168
528,59
529,246
530,37
531,1
532,40
533,17
534,31
535,29
536,16
537,33
538,33
539,17
540,11
541,34
542,19
543,21
544,90
545,46
546,13
547,6
548,32
549,24
550,20
551,75
552,18
553,20
554,18
555,48
556,8
557,48
558,14
559,19
560,32
561,24
562,14
563,19
564,15
565,11
566,18
567,71
568,16
569,25
570,20
571,36
572,8
573,22
574,16
575,36
576,153
577,163
578,33
579,33
580,39
581,11
582,21
583,31
584,26
585,13
586,15
587,21
588,46
589,31
590,33
591,39
592,54
593,25
594,20
595,62
596,61
597,17
598,47
599,29
600,6
601,22
602,13
603,20
604,19
605,16
606,35
607,41
608,15
609,28
610,16
611,15
612,22
613,45
614,20
615,26
616,137
617,45
618,9
619,35
