6722,0ns
82,133.312978859s
71,133.378067644s
61,133.440585966s
58,133.499235337s
60,133.571846564s
60,133.626111342s
65,133.683616845s
57,133.770325494s
65,133.804235196s
64,133.865595689s
62,133.920804677s
68,134.001559685s
64,134.055735537s
63,134.132863773s
82,134.237434658s
61,134.306616592s
93,134.341339354s
85,134.403890009s
69,134.462380918s
63,134.52123067s
60,134.590098209s
57,134.647934215s
40,134.709767182s
45,134.770798816s
47,134.837923207s
40,134.906464444s
42,134.970580638s
41,135.033837332s
45,135.119947133s
43,135.179151378s
43,135.254605396s
42,135.340160049s
61,135.418144097s
47,135.48800272s
40,135.547498557s
45,135.60880919s
48,135.659385584s
46,135.701394995s
46,135.74707772s
47,135.79108835s
53,135.833952236s
45,135.878562647s
44,135.918592981s
59,135.96493161s
55,136.010544113s
45,136.051966715s
58,136.100084127s
50,136.150528716s
77,136.201747617s
76,136.247136303s
60,136.29044871s
61,136.337081445s
51,136.386599615s
57,136.432547391s
57,136.480381824s
48,136.528243138s
61,136.576153554s
42,136.63267121s
42,136.685648383s
148,136.73586411s
33,137.020296864s
51,137.082369599s
50,137.143854838s
32,137.196965096s
40,137.251012865s
33,137.311227621s
41,137.360792251s
37,137.419074364s
36,137.464051374s
42,137.508719889s
30,137.551946744s
34,137.590246455s
39,137.622949382s
106,137.657914062s
32,137.786439362s
68,137.825982377s
44,137.86674851s
103,137.899712587s
28,138.014850638s
37,138.05723997s
30,138.086606422s
43,138.12192224s
31,138.160688245s
37,138.198904049s
37,138.233020171s
109,138.26843095s
33,138.40742394s
51,138.446415871s
35,138.485170492s
37,138.515679135s
39,138.545527443s
34,138.582501619s
39,138.614235439s
40,138.657870713s
34,138.688618163s
45,138.7267605s
42,138.764447362s
37,138.801915421s
49,138.838845071s
45,138.874003407s
41,138.9075175s
48,138.95980657s
51,138.991776019s
75,139.031664691s
68,139.070615777s
55,139.104454791s
60,139.142715717s
66,139.183767658s
49,139.218964551s
54,139.264066848s
2653,139.304093329s
214,139.345154421s
149,139.532921962s
45,139.726033121s
70,139.78232906s
34,139.840333543s
108,139.905861431s
30,142.664225935s
36,142.723060885s
28,142.775556371s
40,142.831526382s
28,142.880937959s
33,142.93018005s
42,142.979477983s
34,143.031712732s
36,143.077152741s
39,143.148543252s
29,143.181617419s
121,143.221223637s
29,143.323877994s
36,143.361045606s
27,143.390053671s
34,143.430013827s
30,143.459022805s
40,143.489109304s
31,143.53428995s
35,143.569833522s
34,143.605328412s
35,143.646236679s
36,143.675654364s
110,143.737361962s
35,143.826939535s
34,143.860622643s
39,143.89093101s
31,143.922184066s
34,143.954618164s
28,143.995788026s
34,144.02578607s
34,144.06260993s
34,144.095932942s
34,144.132378927s
109,144.168448932s
41,144.279352275s
182,144.34949939s
45,144.454723443s
73,144.519314523s
31,144.552321441s
36,144.588438966s
36,144.623393525s
37,144.663336603s
34,144.701134008s
34,144.732939643s
38,144.771187384s
36,144.809543711s
34,144.8720213s
37,144.915345831s
48,144.955325084s
32,145.000778833s
37,145.038636242s
32,145.0755451s
40,145.106762421s
32,145.143065763s
36,145.17889341s
29,145.21444875s
46,145.251875582s
32,145.285554457s
36,145.323417579s
41,145.362131576s
39,145.397059736s
35,145.434816816s
47,145.482699706s
42,145.513510013s
80,145.553165436s
41,145.584639273s
34,145.625321524s
39,145.657552481s
43,145.693815451s
38,145.724004047s
141,145.769286171s
48,145.878644108s
46,145.917912416s
57,145.953924209s
44,145.999982742s
53,146.042555389s
44,146.126270557s
56,146.160305149s
63,146.202804593s
39,146.241642096s
49,146.284827391s
57,146.320422605s
51,146.369510984s
50,146.415438289s
45,146.46255464s
60,146.506825964s
58,146.555437708s
54,146.61222035s
45,146.657181856s
68,146.708590514s
59,146.757310046s
56,146.809658879s
53,146.879235612s
42,146.91529949s
103,146.968971144s
78,147.016896263s
73,147.069508517s
93,147.11942868s
79,147.169702234s
51,147.230716126s
64,147.286847018s
50,147.337844949s
80,147.388359863s
68,147.458724505s
81,147.519204916s
176,147.570719013s
58,147.777281764s
53,147.847924053s
72,147.925071583s
59,148.017016435s
63,148.094064209s
61,148.151504276s
55,148.214777285s
72,148.268878249s
56,148.34758546s
50,148.416689217s
59,148.496500455s
55,148.550039614s
165,148.618160334s
57,148.786840929s
74,148.861054925s
54,148.918381736s
71,148.984453445s
36,149.040962688s
42,149.101780407s
36,149.170362482s
39,149.220700279s
30,149.276813928s
40,149.340536289s
31,149.388932737s
41,149.454244379s
32,149.512085208s
37,149.561200131s
36,149.617682501s
39,149.692698376s
36,149.741346589s
38,149.821081471s
30,149.854087097s
47,149.895159204s
30,149.936426761s
35,149.975742082s
