16371,0ns
891,10s
994,27s
1127,28s
845,29s
1041,30s
981,31s
983,32s
884,33s
1089,34s
1077,35s
992,36s
979,37s
1029,38s
1037,39s
959,40s
1012,41s
890,42s
1049,43s
979,44s
1028,45s
903,46s
1226,47s
857,48s
1078,49s
949,50s
1119,51s
789,52s
1259,53s
708,54s
1086,55s
899,56s
1054,57s
1034,58s
1099,59s
889,60s
957,61s
1040,62s
979,63s
914,64s
1145,65s
1050,66s
917,67s
1020,68s
947,69s
1018,70s
809,71s
1190,72s
904,73s
1049,74s
1164,75s
860,76s
980,77s
1008,78s
890,79s
1039,80s
1021,81s
1029,82s
919,83s
1169,84s
757,85s
1097,86s
1045,87s
1023,88s
902,89s
1140,90s
928,91s
1099,92s
808,93s
946,94s
1035,95s
1042,96s
1022,97s
921,98s
1093,99s
820,100s
1220,101s
