1 1 0
6 1 1
8 5 2
9 8 7
10 7 15
11 11 22
12 13 33
13 11 46
14 14 57
15 5 71
16 12 76
17 5 88
18 8 93
19 13 101
20 2 114
21 8 116
22 6 124
23 6 130
24 8 136
25 6 144
26 4 150
27 7 154
28 3 161
29 4 164
30 2 168
31 2 170
32 5 172
33 1 177
34 1 178
35 1 179
36 1 180
38 2 181
40 1 183
41 1 184
43 1 185
44 1 186
46 2 187
47 1 189
49 1 190
50 1 191
54 2 192
59 1 194
65 1 195
71 1 196
74 1 197
78 1 198
85 1 199
109 1 200
143 1 201
175 1 202
1193 1 203
