1 1 0
6 1 1
7 2 2
8 4 4
9 2 8
10 4 10
11 1 14
12 1 15
13 3 16
14 2 19
15 3 21
17 1 24
18 2 25
19 2 27
20 3 29
21 1 32
24 1 33
25 1 34
27 1 35
28 2 36
29 2 38
31 1 40
32 1 41
33 1 42
35 1 43
36 1 44
38 1 45
39 1 46
40 2 47
41 1 49
43 1 50
44 2 51
45 3 53
46 1 56
47 2 57
50 1 59
55 1 60
56 1 61
59 2 62
60 1 64
61 3 65
63 2 68
65 2 70
67 3 72
70 1 75
72 2 76
74 1 78
75 2 79
77 1 81
81 1 82
82 2 83
83 4 85
89 1 89
91 1 90
95 2 91
96 1 93
97 2 94
100 1 96
104 1 97
105 1 98
107 1 99
108 1 100
116 1 101
117 3 102
119 1 105
120 1 106
123 1 107
124 3 108
126 1 111
128 2 112
132 1 114
135 1 115
136 1 116
139 1 117
140 1 118
141 1 119
147 1 120
151 1 121
153 2 122
154 1 124
155 2 125
160 1 127
165 1 128
173 1 129
178 3 130
179 1 133
180 1 134
184 1 135
187 1 136
192 1 137
194 1 138
196 1 139
200 1 140
209 1 141
211 2 142
213 1 144
219 2 145
225 1 147
226 1 148
233 1 149
234 1 150
248 2 151
254 1 153
256 2 154
281 1 156
288 1 157
295 1 158
301 2 159
311 1 161
341 1 162
343 1 163
348 1 164
392 1 165
426 1 166
436 1 167
450 1 168
461 1 169
471 1 170
478 1 171
481 1 172
482 1 173
532 1 174
533 1 175
545 1 176
556 1 177
559 1 178
640 1 179
651 1 180
668 1 181
671 1 182
676 1 183
718 1 184
751 1 185
770 1 186
794 1 187
845 1 188
919 1 189
923 1 190
984 1 191
1108 1 192
1288 1 193
1693 1 194
1699 1 195
2066 1 196
2093 1 197
2237 1 198
2381 1 199
2611 1 200
2763 1 201
4067 1 202
8761 1 203
